2010-08-17,54.849998,55.000000,54.750000,54.950001,54.950001,3212,0.4500010000000003,"[0.4416884166255088, 0.3312690730079337, 0.8833768332510176, 0.11043038577278347, 0.5521077602430838, 1.4354845934941014, 0.3312690730079337, -1.6563232807292516, -1.2146348641037428, -0.8833657910958091, 0.11043038577278347, 0.5521077602430838, 1.4354845934941014, 0.3312690730079337, -1.6563232807292516, -1.2146348641037428, -0.8833657910958091]","[0.8019911336562918, 0.8019911336562918, 1.2029933837661646, 0.6683281724741522, 1.737658595058177, 1.871321556240317, 0.5346652112920125, -1.470319306130444, 0.0, 0.1336629611821397, 0.6683281724741522, 1.737658595058177, 1.871321556240317, 0.5346652112920125, -1.470319306130444, 0.0, 0.1336629611821397]","[0.48681350741517465, 0.48681350741517465, 0.2434006685691684, 0.36511317313059044, 0.8519145102689273, 1.0953273491149336, -0.48681350741517465, -1.8255415250992766, -1.0953273491149336, -1.0953273491149336, 0.36511317313059044, 0.8519145102689273, 1.0953273491149336, -0.48681350741517465, -1.8255415250992766, -1.0953273491149336, -1.0953273491149336]","[0.6592113449974262, 0.39551889646231325, 0.2636792643082088, 0.6592113449974262, 1.4502623221489568, 1.186583057840748, -0.6592113449974262, -1.845794402838174, -0.263692448535113, 0.1318396321541044, 0.6592113449974262, 1.4502623221489568, 1.186583057840748, -0.6592113449974262, -1.845794402838174, -0.263692448535113, 0.1318396321541044]",0,9,2
2010-08-18,55.000000,55.049999,54.400002,54.650002,54.650002,5570,-0.34999799999999937,"[0.0, 0.5571760919813896, -0.22286597938381855, 0.22286597938381855, 1.1143521839627792, 0.0, -2.00583838854174, -1.5600952862522595, -1.2257851736546885, -0.334310112597571, 0.22286597938381855, 1.1143521839627792, 0.0, -2.00583838854174, -1.5600952862522595, -1.2257851736546885, -0.334310112597571]","[0.6587064082147155, 1.0539355227948122, 0.5269677613974061, 1.5809032841922182, 1.7126419310095276, 0.3952291145800967, -1.5808901100640498, -0.1317386468173094, 0.0, -0.1317386468173094, 1.5809032841922182, 1.7126419310095276, 0.3952291145800967, -1.5808901100640498, -0.1317386468173094, 0.0, -0.1317386468173094]","[1.3703601514599697, 1.1211958325676576, 1.2457842209349204, 1.744087943035118, 1.99325226192743, 0.3737277915751481, -0.9966323598848216, -0.24916431889231205, -0.24916431889231205, 0.872043971517559, 1.744087943035118, 1.99325226192743, 0.3737277915751481, -0.9966323598848216, -0.24916431889231205, -0.24916431889231205, 0.872043971517559]","[1.207989331686827, 1.0737697861908462, 1.4764418449017875, 2.281772540100672, 2.0133334491087096, 0.13421954549598097, -1.0737832084138446, 0.5368781819839239, 0.9395502406948651, 0.8053306951988842, 2.281772540100672, 2.0133334491087096, 0.13421954549598097, -1.0737832084138446, 0.5368781819839239, 0.9395502406948651, 0.8053306951988842]",0,8,2
2010-08-19,54.650002,55.000000,54.500000,54.950001,54.950001,3753,0.09999799999999937,"[1.3474687411771364, 0.5614471803144085, 1.0105959414110475, 1.908915921491545, 0.786021560862728, -1.2351927798465867, -0.7860327898063378, -0.44915999004024876, 0.4491487610966389, 0.786021560862728, 1.908915921491545, 0.786021560862728, -1.2351927798465867, -0.7860327898063378, -0.44915999004024876, 0.4491487610966389, 0.786021560862728]","[1.2526912346540198, 0.6959380282788366, 1.809444441029203, 1.9486292629328563, 0.5567532063751832, -1.5310608784613264, 0.0, 0.1391848219036533, 0.0, 0.1391848219036533, 1.9486292629328563, 0.5567532063751832, -1.5310608784613264, 0.0, 0.1391848219036533, 0.0, 0.1391848219036533]","[0.9180925553272888, 1.0492598766736594, 1.573876699327605, 1.8361982263374619, 0.1311542056634864, -1.3115682880006323, -0.5246299383368297, -0.5246299383368297, 0.6557841440003161, -0.2623084113269728, 1.8361982263374619, 0.1311542056634864, -1.3115682880006323, -0.5246299383368297, -0.5246299383368297, 0.6557841440003161, -0.2623084113269728]","[0.2792062039764281, 0.6980294705304853, 1.5356620430491845, 1.2564558390727565, -0.6980294705304853, -1.9544853096032415, -0.2792201645658431, 0.13960310198821405, 0.0, -0.8376325725186993, 1.2564558390727565, -0.6980294705304853, -1.9544853096032415, -0.2792201645658431, 0.13960310198821405, 0.0, -0.8376325725186993]",0,9,1
2010-08-20,54.849998,54.950001,54.650002,54.950001,54.950001,5171,0.15000200000000063,"[0.12884941047372736, 0.6441955167272823, 1.6749134970550694, 0.38652246360050485, -1.9325865501818469, -1.4172275600179534, -1.0307050964174485, 0.0, 0.38652246360050485, -0.5153461062535549, 0.38652246360050485, -1.9325865501818469, -1.4172275600179534, -1.0307050964174485, 0.0, 0.38652246360050485, -0.5153461062535549]","[0.9490285699775085, 2.214410541411228, 2.372579333541552, 0.7908597778471841, -1.5817195556943682, 0.15816879213032442, 0.31633758426064884, 0.15816879213032442, 0.31633758426064884, 0.15816879213032442, 0.7908597778471841, -1.5817195556943682, 0.15816879213032442, 0.31633758426064884, 0.15816879213032442, 0.31633758426064884, 0.15816879213032442]","[0.7423295154356082, 1.336181250511844, 1.6331219646402755, -0.29694071412843137, -1.9300626787687067, -1.0392702295640397, -1.0392702295640397, 0.29692586753811795, -0.7423295154356082, -0.4454036478974903, -0.29694071412843137, -1.9300626787687067, -1.0392702295640397, -1.0392702295640397, 0.29692586753811795, -0.7423295154356082, -0.4454036478974903]","[0.7515833462129361, 1.6534803553350736, 1.3528530295166707, -0.7515833462129361, -2.1044363757296067, -0.30064235748533186, 0.15031366290920142, 0.0, -0.9018970091221375, 0.0, -0.7515833462129361, -2.1044363757296067, -0.30064235748533186, 0.15031366290920142, 0.0, -0.9018970091221375, 0.0]",0,9,2
2010-08-23,54.849998,55.599998,54.700001,55.299999,55.299999,7540,0.04999899999999968,"[0.6552043370681091, 1.7035365180117816, 0.39312784387556365, -1.965613011204327, -1.4414469207324907, -1.0483190768569273, 0.0, 0.39312784387556365, -0.5241529863850908, 0.0, -1.965613011204327, -1.4414469207324907, -1.0483190768569273, 0.0, 0.39312784387556365, -0.5241529863850908, 0.0]","[0.16041332085942903, 0.3208106016699709, -1.2831942865332222, -3.689201618838012, -1.924799449824277, -1.764402169013735, -1.924799449824277, -1.764402169013735, -1.924799449824277, -2.0851967306348187, -3.689201618838012, -1.924799449824277, -1.764402169013735, -1.924799449824277, -1.764402169013735, -1.924799449824277, -2.0851967306348187]","[1.2267100729497638, 1.533399091680396, -0.46002586110048743, -2.1467617951507383, -1.2267254069406852, -1.2267254069406852, 0.15333684236985526, -0.9200363882100532, -0.6133627034703426, -0.15333684236985526, -2.1467617951507383, -1.2267254069406852, -1.2267254069406852, 0.15333684236985526, -0.9200363882100532, -0.6133627034703426, -0.15333684236985526]","[0.6236920911056648, 0.31185384166499314, -1.871060681092673, -3.2743639880243385, -1.4033033069316656, -0.9355303405463365, -1.0914494652666724, -2.026979805813009, -1.0914494652666724, -1.0914494652666724, -3.2743639880243385, -1.4033033069316656, -0.9355303405463365, -1.0914494652666724, -2.026979805813009, -1.0914494652666724, -1.0914494652666724]",0,9,2
2010-08-24,55.000000,55.250000,54.900002,54.950001,54.950001,6656,0.20000100000000032,"[1.4769005767857466, 0.0, -2.658426945816653, -2.0676637613012, -1.6245876806631667, -0.443076080638033, 0.0, -1.0338244961477137, -0.443076080638033, -0.443076080638033, -2.0676637613012, -1.6245876806631667, -0.443076080638033, 0.0, -1.0338244961477137, -0.443076080638033, -0.443076080638033]","[1.5173039659734076, -0.16858558313137942, -2.69741990678856, -0.8429447745523935, -0.6743591914210141, -0.8429447745523935, -0.6743591914210141, -0.8429447745523935, -1.0115303576837729, 1.1801159408151523, -0.8429447745523935, -0.6743591914210141, -0.8429447745523935, -0.6743591914210141, -0.8429447745523935, -1.0115303576837729, 1.1801159408151523]","[1.113884110432205, -1.2995469328351246, -3.341670896093677, -2.2277867856614724, -2.2277867856614724, -0.5569513376146337, -1.8564797056526958, -1.4851911904409816, -0.9282398528263479, -0.7425955952204908, -2.2277867856614724, -2.2277867856614724, -0.5569513376146337, -1.8564797056526958, -1.4851911904409816, -0.9282398528263479, -0.7425955952204908]","[1.649857979399828, -0.9165857294760604, -2.5664437088758882, -0.3666452908191814, 0.18331347955229302, 0.0, -1.0998992090283535, 0.0, 0.0, 1.2832126885806465, -0.3666452908191814, 0.18331347955229302, 0.0, -1.0998992090283535, 0.0, 0.0, 1.2832126885806465]",0,9,2
2010-08-25,54.299999,54.500000,53.849998,53.950001,53.950001,13804,-1.0500040000000013,"[2.5588671083035988, -0.7311074991718992, 0.0, 0.5483351937779487, 2.01053191452565, 2.5588671083035988, 1.279442692949848, 2.01053191452565, 2.01053191452565, 2.5588671083035988, 0.5483351937779487, 2.01053191452565, 2.5588671083035988, 1.279442692949848, 2.01053191452565, 2.01053191452565, 2.5588671083035988]","[2.6957805605159324, -0.19255162813372437, 1.9255547924331045, 2.118106420566829, 1.9255547924331045, 2.118106420566829, 1.9255547924331045, 1.7330031642993802, 4.236212841133658, 2.888332188649657, 2.118106420566829, 1.9255547924331045, 2.118106420566829, 1.9255547924331045, 1.7330031642993802, 4.236212841133658, 2.888332188649657]","[2.904380351960899, 0.6223746274003042, 1.8671031366566002, 1.8671031366566002, 3.7342062733132004, 2.282026470104907, 2.6969290580089016, 3.319303685409206, 3.526754979361203, 4.356580900713505, 1.8671031366566002, 3.7342062733132004, 2.282026470104907, 2.6969290580089016, 3.319303685409206, 3.526754979361203, 4.356580900713505]","[3.077939916134891, 1.2311718625340669, 3.6935155876022003, 4.3091117786689574, 4.103919888179854, 2.8727480256457874, 4.103919888179854, 4.103919888179854, 5.5402836412030245, 4.103919888179854, 4.3091117786689574, 4.103919888179854, 2.8727480256457874, 4.103919888179854, 4.103919888179854, 5.5402836412030245, 4.103919888179854]",0,7,1
2010-08-26,53.900002,53.950001,53.599998,53.599998,53.599998,9335,-0.25,"[0.675542381652773, 1.3511016522028707, 1.8577753273397752, 3.2088769795426457, 3.7155506546795505, 2.5333345978898727, 3.2088769795426457, 3.2088769795426457, 3.7155506546795505, 1.3511016522028707, 3.2088769795426457, 3.7155506546795505, 2.5333345978898727, 3.2088769795426457, 3.2088769795426457, 3.7155506546795505, 1.3511016522028707]","[1.553405319483335, 3.262148064104364, 3.417485489242057, 3.262148064104364, 3.417485489242057, 3.262148064104364, 3.10681063896667, 5.126228233863086, 4.038850723846031, 1.7087427446210286, 3.262148064104364, 3.417485489242057, 3.262148064104364, 3.10681063896667, 5.126228233863086, 4.038850723846031, 1.7087427446210286]","[1.2075621452435392, 2.1132262069505194, 2.1132262069505194, 3.471729846736664, 2.4151242904870784, 2.717007279572289, 3.169846857651453, 3.3207883521940587, 3.9245694248158283, 0.7547225671643749, 3.471729846736664, 2.4151242904870784, 2.717007279572289, 3.169846857651453, 3.3207883521940587, 3.9245694248158283, 0.7547225671643749]","[1.639671522790027, 3.153204764735388, 3.53159438163126, 3.4054687136056567, 2.6487020926329765, 3.4054687136056567, 3.4054687136056567, 4.28836100260394, 3.4054687136056567, 0.8829049018173464, 3.4054687136056567, 2.6487020926329765, 3.4054687136056567, 3.4054687136056567, 4.28836100260394, 3.4054687136056567, 0.8829049018173464]",0,8,1
2010-08-27,53.599998,53.900002,53.450001,53.849998,53.849998,8451,-0.14999699999999905,"[1.8812381804445555, 2.2843654467528114, 3.3593490945808555, 3.762476360889111, 2.8218639893650246, 3.3593490945808555, 3.3593490945808555, 3.762476360889111, 1.8812381804445555, 0.8062545326165114, 3.762476360889111, 2.8218639893650246, 3.3593490945808555, 3.3593490945808555, 3.762476360889111, 1.8812381804445555, 0.8062545326165114]","[2.36706401638478, 2.47465587905655, 2.36706401638478, 2.47465587905655, 2.36706401638478, 2.2594721537130096, 3.6581878872489404, 2.9050340891450896, 1.2911238708641601, 0.10759186267177025, 2.47465587905655, 2.36706401638478, 2.2594721537130096, 3.6581878872489404, 2.9050340891450896, 1.2911238708641601, 0.10759186267177025]","[2.0143907098949643, 2.0143907098949643, 3.0808377295861225, 2.251385519484667, 2.488368479689368, 2.843854769381421, 2.962346249483772, 3.436324019278176, 0.947943690203806, 0.3554744403070516, 2.251385519484667, 2.488368479689368, 2.843854769381421, 2.962346249483772, 3.436324019278176, 0.947943690203806, 0.3554744403070516]","[1.823730334857354, 2.0972935325466278, 2.006108839534096, 1.458991562807225, 2.006108839534096, 2.006108839534096, 2.6444108092734986, 2.006108839534096, 0.1823785046767417, -0.4559325837143385, 1.458991562807225, 2.006108839534096, 2.006108839534096, 2.6444108092734986, 2.006108839534096, 0.1823785046767417, -0.4559325837143385]",0,8,1
2010-08-30,54.299999,54.599998,53.950001,54.099998,54.099998,8218,0.5,"[0.30661341748362, 1.1242321635883035, 1.4308455810719234, 0.7154279006914527, 1.1242321635883035, 1.1242321635883035, 1.4308455810719234, 0.0, -0.8176187461046834, -1.4308455810719234, 0.7154279006914527, 1.1242321635883035, 1.1242321635883035, 1.4308455810719234, 0.0, -0.8176187461046834, -1.4308455810719234]","[0.788019279858211, 0.7004635278184812, 0.788019279858211, 0.7004635278184812, 0.6129077757787516, 1.7511500637958812, 1.1382510437674516, -0.1751115040794594, -1.1382422880171297, -1.2257980400568596, 0.7004635278184812, 0.6129077757787516, 1.7511500637958812, 1.1382510437674516, -0.1751115040794594, -1.1382422880171297, -1.2257980400568596]","[0.6673965094407275, 1.5254845460719013, 0.8580880366311738, 1.0487700295312863, 1.3348025531717889, 1.430143549621845, 1.811517069712404, -0.19069152719044632, -0.6674060437310614, -0.9534290330812301, 1.0487700295312863, 1.3348025531717889, 1.430143549621845, 1.811517069712404, -0.19069152719044632, -0.6674060437310614, -0.9534290330812301]","[1.4752015384488053, 1.3932477186562924, 0.9015166043553214, 1.3932477186562924, 1.3932477186562924, 1.9669326527497761, 1.3932477186562924, -0.24586145937753903, -0.8195545890169157, -0.40977729450845785, 1.3932477186562924, 1.3932477186562924, 1.9669326527497761, 1.3932477186562924, -0.24586145937753903, -0.8195545890169157, -0.40977729450845785]",0,9,1
