32.394489,33.397671,32.394489,32.780388
32.857269,33.166283,32.780388,33.166283
33.166283,34.245605,33.011776,34.014217
36.096718,36.096718,34.939774,35.094280
34.708385,34.862888,33.937332,33.937332
35.788448,36.251225,35.480175,36.251225
36.559498,37.176781,36.251225,36.945393
37.794067,38.333729,37.022278,37.485054
37.639561,37.639561,36.945393,37.408173
37.716442,37.794067,37.253666,37.408173
36.251225,36.482613,35.711563,35.942951
36.405731,36.714005,36.251225,36.251225
34.708385,35.171162,33.937332,34.631500
34.476994,34.708385,33.551437,34.245605
33.551437,33.782825,32.472115,32.625881
32.009335,32.548996,31.931713,32.548996
32.780388,33.320049,32.394489,33.011776
34.323227,34.554619,33.705944,33.860451
33.860451,35.017395,33.629059,34.862888
34.939774,35.865330,34.631500,35.633942
35.480175,35.865330,35.171162,35.248783
34.786007,34.939774,34.400112,34.554619
34.476994,34.939774,34.168720,34.323227
34.400112,34.631500,34.245605,34.554619
34.554619,34.939774,33.629059,33.629059
34.245605,34.476994,33.860451,34.476994
35.248783,36.251225,35.248783,36.174343
36.174343,36.251225,35.325668,35.325668
36.405731,36.945393,36.328110,36.637119
36.637119,37.253666,36.251225,37.253666
36.945393,36.945393,36.096718,36.251225
36.945393,37.331287,36.714005,37.253666
37.022278,37.022278,36.096718,36.482613
35.480175,36.174343,34.862888,35.094280
34.014217,34.168720,33.166283,33.937332
34.631500,35.094280,34.245605,34.786007
37.176781,37.176781,36.559498,36.868507
36.868507,36.868507,36.868507,36.868507
36.790886,37.331287,36.790886,37.253666
37.408173,37.794067,37.253666,37.408173
37.408173,37.716442,36.714005,36.868507
37.022278,37.099899,36.482613,36.790886
36.637119,36.637119,36.019836,36.019836
36.096718,36.868507,36.096718,36.637119
37.176781,37.485054,37.022278,37.253666
37.947834,38.410610,37.794067,37.947834
37.794067,37.947834,37.639561,37.947834
37.947834,38.179222,37.639561,38.179222
38.410610,38.565117,37.639561,37.639561
37.639561,37.870949,37.176781,37.716442
36.868507,37.253666,36.714005,37.022278
37.022278,37.099899,36.714005,37.022278
36.790886,37.331287,36.559498,37.022278
37.331287,38.025455,37.176781,37.870949
38.179222,38.488235,38.179222,38.410610
38.410610,38.488235,38.025455,38.025455
38.951012,39.722061,38.951012,38.951012
39.336166,40.107960,39.336166,40.107960
40.107960,42.421852,40.107960,41.264904
42.421852,43.963951,42.035957,43.578796
43.192902,43.578796,42.807007,43.192902
43.192902,43.192902,43.192902,43.192902
43.578796,45.120899,43.578796,44.349850
44.735744,45.120899,44.349850,45.120899
44.735744,46.277843,44.349850,45.506794
44.735744,45.120899,43.963951,44.349850
44.735744,44.735744,43.578796,43.578796
43.578796,46.277843,43.192902,45.120899
44.349850,44.349850,43.578796,43.963951
43.192902,43.963951,43.192902,43.192902
43.963951,45.120899,43.578796,44.735744
45.506794,45.892689,45.120899,45.506794
45.892689,45.892689,45.120899,45.506794
45.506794,45.892689,44.735744,45.120899
44.735744,45.506794,44.349850,44.349850
43.578796,43.963951,43.192902,43.963951
43.578796,44.735744,43.192902,43.963951
43.963951,44.735744,43.578796,43.963951
44.349850,44.735744,43.578796,43.963951
43.578796,44.349850,43.578796,43.963951
43.963951,45.120899,43.963951,45.120899
45.506794,46.277843,45.120899,46.277843
47.049637,48.591736,47.049637,47.049637
47.434792,47.820686,47.049637,47.820686
45.506618,47.049133,45.120987,47.049133
47.820393,48.206818,47.049133,47.820393
46.277874,47.049133,45.892246,46.663506
46.663506,46.663506,44.349731,44.349731
43.578472,44.349731,43.192844,44.349731
44.735359,46.277874,44.735359,45.892246
46.277874,46.663506,45.120987,45.892246
45.892246,46.277874,45.120987,45.892246
45.506618,45.892246,44.735359,44.735359
43.964100,45.120987,43.964100,44.735359
44.735359,45.506618,43.964100,43.964100
43.192844,44.349731,43.192844,43.578472
43.964100,45.120987,43.964100,44.349731
44.735359,45.120987,44.349731,45.120987
44.349731,44.735359,43.964100,43.964100
44.735359,45.120987,44.349731,44.735359
44.735359,44.735359,43.964100,43.964100
43.964100,44.349731,43.192844,43.964100
